imgCount,embedCount,pCount,wordCount,successFail
53,0,57,1661,SUCCESS
27,3,46,1339,SUCCESS
12,0,18,278,SUCCESS
14,4,28,467,SUCCESS
29,7,78,2010,SUCCESS
23,9,31,1035,SUCCESS
27,1,51,1157,SUCCESS
13,0,69,1804,SUCCESS
32,3,23,867,SUCCESS
50,2,130,3962,SUCCESS
0,0,18,534,SUCCESS
44,6,83,2004,SUCCESS
33,0,23,484,SUCCESS
32,2,59,2028,SUCCESS
11,0,11,285,SUCCESS
8,0,40,806,SUCCESS
67,0,77,1635,SUCCESS
26,0,47,1093,SUCCESS
35,4,55,1672,SUCCESS
14,1,115,4689,SUCCESS
33,0,48,1756,SUCCESS
39,1,59,1676,SUCCESS
11,4,17,325,SUCCESS
23,0,34,667,SUCCESS
15,0,50,1273,SUCCESS
3,0,20,335,FAIL
29,1,84,2787,SUCCESS
17,0,51,974,SUCCESS
12,3,55,1444,SUCCESS
24,0,64,1347,SUCCESS
20,16,58,2692,SUCCESS
36,0,40,1740,SUCCESS
2,0,47,833,FAIL
36,0,69,2484,FAIL
18,0,34,961,SUCCESS
6,0,44,845,FAIL
117,2,61,2576,SUCCESS
29,1,45,1707,SUCCESS
23,0,59,1244,SUCCESS
18,0,76,1136,SUCCESS
23,0,64,1559,SUCCESS
49,5,55,1313,SUCCESS
34,0,35,1354,SUCCESS
28,1,81,2032,SUCCESS
10,0,24,1003,SUCCESS
38,2,42,792,SUCCESS
9,0,45,841,SUCCESS
15,0,56,1210,SUCCESS
21,1,29,602,SUCCESS
17,3,38,1211,SUCCESS
62,2,44,867,SUCCESS
23,1,60,1555,SUCCESS
26,3,46,1090,SUCCESS
43,2,56,1285,SUCCESS
25,1,187,2740,SUCCESS
81,0,112,2518,SUCCESS
28,4,48,1393,SUCCESS
13,0,56,815,SUCCESS
14,0,48,1127,SUCCESS
4,0,24,413,SUCCESS
14,0,35,768,SUCCESS
26,8,21,756,SUCCESS
15,0,62,1273,SUCCESS
27,10,68,2766,SUCCESS
27,5,47,1706,SUCCESS
15,4,45,1259,SUCCESS
32,4,47,1788,SUCCESS
12,1,59,1947,SUCCESS
44,2,92,2881,SUCCESS
42,9,75,2218,SUCCESS
18,2,40,913,SUCCESS
40,1,105,2203,SUCCESS
23,6,29,615,SUCCESS
75,5,119,2318,SUCCESS
17,0,37,1242,SUCCESS
73,1,136,3149,SUCCESS
25,0,50,1335,SUCCESS
43,5,84,1578,SUCCESS
4,2,39,1051,SUCCESS
21,0,11,152,SUCCESS
16,2,53,1238,SUCCESS
11,0,79,694,SUCCESS
21,0,92,1741,SUCCESS
10,0,49,682,SUCCESS
5,0,31,649,SUCCESS
33,0,43,433,SUCCESS
9,0,52,1357,SUCCESS
4,0,43,1074,SUCCESS
6,0,55,1857,SUCCESS
14,0,34,620,SUCCESS
6,0,39,1679,SUCCESS
21,2,27,944,SUCCESS
27,6,33,772,SUCCESS
25,1,53,1361,SUCCESS
6,1,36,1028,SUCCESS
49,21,126,2970,SUCCESS
9,0,25,672,SUCCESS
26,3,48,1928,SUCCESS
43,2,110,1419,FAIL
25,2,56,1005,SUCCESS
32,1,74,1759,SUCCESS
33,2,35,443,FAIL
70,0,74,2730,SUCCESS
3,0,55,1298,SUCCESS
13,0,43,1448,SUCCESS
35,1,134,1554,SUCCESS
2,0,33,649,SUCCESS
19,5,26,823,SUCCESS
35,0,193,3483,SUCCESS
7,0,45,605,SUCCESS
3,0,44,1611,SUCCESS
24,0,28,688,SUCCESS
16,0,55,1490,SUCCESS
7,0,57,2129,SUCCESS
20,0,93,4479,SUCCESS
7,1,75,2414,SUCCESS
22,2,67,1630,SUCCESS
27,1,99,2458,SUCCESS
12,1,35,1077,SUCCESS
22,0,45,1059,SUCCESS
14,0,42,715,SUCCESS
66,6,69,2115,SUCCESS
57,1,32,1314,SUCCESS
11,1,71,1750,SUCCESS
11,0,38,1193,SUCCESS
6,1,34,699,SUCCESS
30,3,38,1359,SUCCESS
42,0,59,1143,SUCCESS
55,0,135,5093,SUCCESS
33,3,59,1527,SUCCESS
17,1,37,853,SUCCESS
38,5,56,1646,SUCCESS
39,3,52,1246,SUCCESS
18,0,69,2856,SUCCESS
45,0,102,3283,SUCCESS
17,0,57,1168,SUCCESS
124,0,33,589,SUCCESS
65,0,91,2604,SUCCESS
100,18,81,3144,SUCCESS
37,0,78,2325,SUCCESS
4,1,48,1344,SUCCESS
45,0,62,1770,SUCCESS
77,2,62,1842,SUCCESS
13,0,58,1985,SUCCESS
1,0,18,283,SUCCESS
33,0,123,2142,SUCCESS
16,1,43,943,SUCCESS
63,0,140,4297,SUCCESS
16,0,84,1398,SUCCESS
2,0,102,1851,SUCCESS
6,0,64,1298,SUCCESS
0,0,53,1066,SUCCESS
2,0,44,546,SUCCESS
23,0,50,697,SUCCESS
24,0,61,1132,SUCCESS
7,0,38,996,SUCCESS
10,0,113,3755,SUCCESS
7,0,23,412,SUCCESS
12,1,66,2406,SUCCESS
4,0,38,1352,SUCCESS
1,0,64,1060,SUCCESS
49,4,59,1165,SUCCESS
11,0,57,1717,SUCCESS
6,0,40,1245,SUCCESS
10,3,36,634,SUCCESS
29,0,52,981,FAIL
14,0,34,923,SUCCESS
26,0,54,1523,SUCCESS
12,1,78,1943,SUCCESS
6,0,28,471,SUCCESS
21,10,44,1592,SUCCESS
22,6,63,2946,SUCCESS
5,1,50,909,SUCCESS
32,13,67,2823,SUCCESS
20,4,62,1503,SUCCESS
30,4,80,3081,SUCCESS
24,5,57,1226,SUCCESS
30,1,95,5053,SUCCESS
17,3,26,1051,SUCCESS
28,7,43,1162,SUCCESS
18,0,58,1398,FAIL
52,6,120,4015,SUCCESS
20,0,75,2953,SUCCESS
18,1,26,856,SUCCESS
16,6,62,1019,SUCCESS
8,0,25,350,SUCCESS
41,6,63,1002,SUCCESS
47,0,111,3054,SUCCESS
1,0,60,1689,SUCCESS
31,0,37,1462,SUCCESS
31,0,33,376,SUCCESS
6,0,55,1606,SUCCESS
9,0,25,426,SUCCESS
30,0,107,2389,SUCCESS
46,0,44,1028,SUCCESS
14,0,18,323,SUCCESS
25,2,27,691,SUCCESS
10,0,97,1711,SUCCESS
0,0,27,495,SUCCESS
8,0,41,619,SUCCESS
12,3,48,1172,SUCCESS
10,1,66,1703,SUCCESS
17,0,46,1144,SUCCESS
6,0,39,1107,FAIL
10,0,34,666,SUCCESS
15,4,43,527,SUCCESS
49,3,94,2053,SUCCESS
33,0,23,507,SUCCESS
146,0,106,1504,SUCCESS
87,4,76,2521,SUCCESS
27,2,110,3021,SUCCESS
6,0,43,1121,SUCCESS
42,4,169,1898,SUCCESS
26,0,82,1130,SUCCESS
15,0,84,1759,SUCCESS
15,0,82,1918,SUCCESS
10,0,51,1610,SUCCESS
24,0,138,5286,SUCCESS
6,0,45,717,SUCCESS
14,0,80,1382,SUCCESS
19,1,47,2024,SUCCESS
5,0,86,1618,SUCCESS
28,11,39,1026,SUCCESS
6,0,31,849,SUCCESS
7,0,26,968,SUCCESS
21,0,88,2390,SUCCESS
19,0,73,2814,SUCCESS
12,1,62,1003,SUCCESS
27,2,49,874,SUCCESS
1,0,42,976,SUCCESS
16,6,38,982,SUCCESS
4,0,31,608,SUCCESS
62,0,127,2484,SUCCESS
60,0,73,1134,SUCCESS
35,4,47,1097,SUCCESS
8,0,76,1932,SUCCESS
11,6,50,1006,SUCCESS
32,3,61,1273,SUCCESS
29,0,39,745,SUCCESS
13,0,45,1092,SUCCESS
61,0,120,3731,SUCCESS
55,12,67,2661,SUCCESS
13,3,31,519,SUCCESS
20,1,70,1696,SUCCESS
33,5,108,3867,SUCCESS
23,4,32,968,SUCCESS
44,7,21,519,SUCCESS
8,0,35,945,SUCCESS
12,0,51,1615,SUCCESS
31,2,65,1563,SUCCESS
12,0,70,869,SUCCESS
12,0,126,2696,SUCCESS
13,0,125,5170,SUCCESS
30,0,26,418,SUCCESS
23,0,82,4126,SUCCESS
9,0,20,584,SUCCESS
32,5,81,1640,SUCCESS
22,0,33,1392,FAIL
14,0,62,1538,SUCCESS
10,0,33,774,SUCCESS
52,0,119,1863,SUCCESS
43,21,42,1579,SUCCESS
31,2,64,1449,FAIL
36,0,95,2735,SUCCESS
47,6,98,2348,SUCCESS
30,0,46,1101,SUCCESS
33,2,44,1271,FAIL
43,0,96,3316,SUCCESS
27,0,38,724,SUCCESS
35,0,85,1637,SUCCESS
16,2,169,4202,SUCCESS
51,0,69,1643,SUCCESS
18,0,26,444,SUCCESS
0,0,16,359,SUCCESS
11,0,19,533,SUCCESS
8,3,41,285,SUCCESS
19,1,53,1416,SUCCESS
5,5,66,1385,FAIL
15,0,52,1686,FAIL
12,1,42,1142,SUCCESS
9,0,68,2265,SUCCESS
7,0,25,514,SUCCESS
11,0,44,891,FAIL
60,0,32,929,SUCCESS
26,0,77,2248,SUCCESS
12,1,34,1070,SUCCESS
14,0,24,844,SUCCESS
68,3,137,3141,SUCCESS
11,0,91,2073,SUCCESS
28,0,51,1596,SUCCESS
16,0,39,1453,SUCCESS
14,0,49,865,SUCCESS
15,4,23,637,SUCCESS
9,0,47,1117,SUCCESS
29,0,69,1850,SUCCESS
24,8,39,629,SUCCESS
40,0,50,800,SUCCESS
22,3,61,1749,SUCCESS
22,1,45,1447,SUCCESS
43,3,53,1740,SUCCESS
12,4,31,874,SUCCESS
5,0,8,175,SUCCESS
23,1,50,1100,SUCCESS
8,0,109,3145,SUCCESS
71,7,103,2354,SUCCESS
38,2,86,2261,SUCCESS
38,0,46,1191,FAIL
17,0,62,938,SUCCESS
23,2,98,1632,SUCCESS
34,0,121,2232,SUCCESS
7,0,31,490,SUCCESS
16,0,32,821,SUCCESS
36,0,44,898,SUCCESS
16,2,35,802,SUCCESS
10,0,9,157,SUCCESS
14,0,61,1368,SUCCESS
17,0,79,1521,SUCCESS
20,7,58,1857,SUCCESS
157,0,89,2564,SUCCESS
14,0,87,3599,SUCCESS
34,1,54,962,SUCCESS
4,0,26,806,SUCCESS
26,0,35,914,SUCCESS
14,2,86,2139,FAIL
19,0,41,1271,SUCCESS
41,0,58,1557,SUCCESS
18,1,41,961,SUCCESS
10,1,46,1098,SUCCESS
28,0,44,818,SUCCESS
49,0,92,1225,SUCCESS
4,0,76,2299,SUCCESS
16,1,35,1195,SUCCESS
31,0,36,609,SUCCESS
55,5,79,2028,SUCCESS
6,1,57,1301,SUCCESS
29,0,61,629,SUCCESS
6,0,42,866,SUCCESS
30,0,144,4294,SUCCESS
13,0,53,1086,SUCCESS
19,0,36,833,SUCCESS
69,6,140,3049,SUCCESS
10,0,27,603,SUCCESS
39,9,48,967,SUCCESS
63,45,33,767,SUCCESS
16,3,36,1285,SUCCESS
38,0,64,954,SUCCESS
22,3,63,1848,SUCCESS
40,8,37,1434,SUCCESS
39,0,58,1706,SUCCESS
34,4,45,1409,SUCCESS
39,8,45,1174,SUCCESS
39,5,67,2442,SUCCESS
24,4,49,1285,SUCCESS
21,0,60,970,SUCCESS
35,0,112,3769,SUCCESS
47,1,72,1724,SUCCESS
28,3,77,2594,SUCCESS
12,0,25,539,SUCCESS
18,1,38,517,SUCCESS
33,0,62,1453,SUCCESS
24,7,70,2251,SUCCESS
44,0,34,495,SUCCESS
12,0,40,908,FAIL
15,4,51,1266,SUCCESS
19,1,75,2296,SUCCESS
24,2,43,1256,SUCCESS
39,1,104,2936,SUCCESS
8,0,50,1455,SUCCESS
20,0,33,388,FAIL
6,0,44,804,SUCCESS
32,0,89,2715,SUCCESS
5,0,21,443,SUCCESS
24,0,70,1275,SUCCESS
17,0,65,2269,SUCCESS
5,4,43,1166,SUCCESS
3,0,52,1891,SUCCESS
8,0,63,1320,SUCCESS
21,0,54,843,SUCCESS
43,0,26,544,SUCCESS
5,0,129,3020,SUCCESS
13,0,26,539,SUCCESS
9,4,38,505,SUCCESS
5,0,56,999,SUCCESS
5,0,29,423,SUCCESS
10,0,75,2297,SUCCESS
95,0,178,3024,SUCCESS
14,0,26,451,SUCCESS
25,10,109,2864,SUCCESS
33,0,88,3667,SUCCESS
16,0,109,2221,SUCCESS
29,0,75,1768,SUCCESS
14,0,42,1054,SUCCESS
7,0,42,1254,SUCCESS
49,3,36,705,SUCCESS
71,2,82,1761,SUCCESS
23,0,24,428,FAIL
11,1,41,799,SUCCESS
38,0,83,1459,SUCCESS
28,2,56,1200,SUCCESS
57,9,84,3201,SUCCESS
59,4,39,1300,SUCCESS
15,0,46,1266,SUCCESS
58,0,70,1602,SUCCESS
2,0,28,270,SUCCESS
84,5,69,1677,SUCCESS
12,2,28,512,SUCCESS
49,0,59,1376,SUCCESS
18,3,64,1668,FAIL
20,2,36,763,SUCCESS
19,0,77,1095,SUCCESS
10,2,24,641,SUCCESS
12,2,23,542,FAIL
8,0,18,376,SUCCESS
12,0,50,1023,SUCCESS
40,5,72,2199,SUCCESS
28,0,68,1430,SUCCESS
9,0,21,201,SUCCESS
11,0,112,4106,SUCCESS
20,0,51,1573,SUCCESS
4,0,63,1559,SUCCESS
12,0,35,643,SUCCESS
27,3,42,1030,SUCCESS
14,0,59,2023,FAIL
6,0,34,637,SUCCESS
9,1,20,428,SUCCESS
1,0,46,605,SUCCESS
58,5,49,1342,SUCCESS
78,0,67,1892,SUCCESS
32,0,65,1615,SUCCESS
9,0,83,2685,SUCCESS
14,0,41,603,SUCCESS
7,0,110,2402,FAIL
17,0,39,1063,SUCCESS
58,2,96,2110,SUCCESS
70,0,44,922,SUCCESS
15,0,34,978,SUCCESS
14,0,46,1036,SUCCESS
21,0,30,538,SUCCESS
3,0,40,1158,SUCCESS
7,0,35,565,SUCCESS
34,0,153,3312,SUCCESS
27,1,56,1251,FAIL
4,0,74,506,SUCCESS
48,1,76,4351,SUCCESS
3,0,33,787,SUCCESS
49,0,71,1079,SUCCESS
4,0,73,3153,SUCCESS
55,2,118,3005,SUCCESS
17,1,64,1537,SUCCESS
13,0,27,1082,SUCCESS
43,2,45,2007,SUCCESS
0,1,46,1369,SUCCESS
21,2,24,400,SUCCESS
55,0,61,1515,SUCCESS
36,5,171,4162,SUCCESS
31,0,80,2812,SUCCESS
18,0,88,2435,SUCCESS
8,0,24,994,SUCCESS
12,0,21,267,SUCCESS
12,0,148,3441,SUCCESS
7,1,56,1852,SUCCESS
109,0,47,877,SUCCESS
34,2,85,1436,SUCCESS
15,0,44,1483,SUCCESS
14,0,88,2506,SUCCESS
30,6,114,4656,SUCCESS
38,7,68,1780,SUCCESS
9,0,64,1595,SUCCESS
23,6,66,1533,SUCCESS
10,1,47,1279,FAIL
16,0,96,1317,SUCCESS
54,0,104,4060,SUCCESS
26,7,58,1528,SUCCESS
47,8,92,2162,SUCCESS
19,1,59,1431,SUCCESS
17,1,57,1826,SUCCESS
5,1,47,911,SUCCESS
17,16,54,2553,SUCCESS
56,0,80,2053,SUCCESS
2,0,18,471,SUCCESS
7,1,44,1038,SUCCESS
23,0,22,658,SUCCESS
29,2,33,1082,SUCCESS
4,0,23,741,SUCCESS
87,0,63,1349,SUCCESS
22,0,39,608,SUCCESS
25,0,71,1716,SUCCESS
9,0,34,541,SUCCESS
29,0,410,4246,SUCCESS
28,0,57,1138,SUCCESS
7,3,33,461,SUCCESS
5,0,102,2972,SUCCESS
13,0,25,676,SUCCESS
19,0,56,1394,SUCCESS
9,0,75,2464,SUCCESS
26,0,52,1695,SUCCESS
18,0,44,1332,SUCCESS
71,4,146,3842,SUCCESS
17,0,47,1041,SUCCESS
47,0,117,4564,SUCCESS
15,0,37,937,SUCCESS
66,10,79,1800,SUCCESS
30,7,77,1930,SUCCESS
21,0,56,1462,SUCCESS
19,0,132,1876,SUCCESS
5,0,36,1017,SUCCESS
35,3,62,1969,SUCCESS
90,11,54,1418,SUCCESS
15,13,54,959,SUCCESS
60,1,34,833,SUCCESS
33,7,75,1594,SUCCESS
35,3,55,1437,SUCCESS
6,0,36,653,SUCCESS
3,0,55,3587,SUCCESS
14,1,67,1856,SUCCESS
1,0,19,324,SUCCESS
27,0,35,700,SUCCESS
31,0,42,694,SUCCESS
27,0,50,1176,FAIL
16,0,36,755,SUCCESS
8,0,39,1217,SUCCESS
20,6,59,1934,SUCCESS
6,0,60,1965,SUCCESS
10,0,43,1300,SUCCESS
45,0,52,1363,SUCCESS
54,10,82,2592,SUCCESS
61,0,136,5896,SUCCESS
15,5,32,1044,SUCCESS
40,2,95,2458,SUCCESS
22,3,102,2107,SUCCESS
46,2,44,1530,SUCCESS
14,1,48,894,SUCCESS
17,0,84,1821,SUCCESS
20,3,40,712,SUCCESS
35,0,46,2168,SUCCESS
12,0,26,847,SUCCESS
41,0,78,2487,SUCCESS
23,0,200,3278,SUCCESS
56,0,102,1390,SUCCESS
14,0,143,3768,SUCCESS
75,0,83,901,SUCCESS
29,0,190,2353,SUCCESS
60,3,70,2564,SUCCESS
11,1,77,2517,SUCCESS
83,8,53,1438,SUCCESS
21,0,22,620,SUCCESS
15,8,84,2117,SUCCESS
12,0,67,588,SUCCESS
4,1,24,907,SUCCESS
26,4,35,1267,SUCCESS
13,0,33,962,SUCCESS
18,0,62,2146,SUCCESS
42,0,161,2648,SUCCESS
9,1,47,850,SUCCESS
13,0,64,1510,SUCCESS
15,3,73,1505,SUCCESS
69,0,87,1878,SUCCESS
44,6,54,1605,SUCCESS
28,1,110,3418,SUCCESS
41,7,89,2574,SUCCESS
35,0,49,1871,SUCCESS
11,1,14,548,SUCCESS
45,7,32,837,SUCCESS
45,0,91,3314,SUCCESS
13,2,70,2144,SUCCESS
26,5,53,1735,SUCCESS
44,0,111,1676,SUCCESS
34,0,80,2469,SUCCESS
4,0,45,1990,SUCCESS
35,2,50,1709,SUCCESS
28,0,53,1183,SUCCESS
5,0,38,860,SUCCESS
8,0,53,1047,SUCCESS
2,0,39,482,SUCCESS
79,0,150,5307,SUCCESS
22,6,58,2509,SUCCESS
70,0,41,646,SUCCESS
33,3,103,2544,SUCCESS
48,4,109,2764,SUCCESS
36,0,46,1607,SUCCESS
17,0,20,308,SUCCESS
16,0,68,1552,SUCCESS
68,0,69,1399,SUCCESS
16,0,39,1231,SUCCESS
8,0,30,675,SUCCESS
34,1,129,3047,SUCCESS
47,2,74,1789,SUCCESS
8,0,54,1769,SUCCESS
17,1,54,1444,SUCCESS
67,0,142,2661,SUCCESS
18,0,79,1961,SUCCESS
21,0,31,364,SUCCESS
15,0,66,2205,SUCCESS
31,1,69,1666,SUCCESS
11,0,55,790,SUCCESS
34,0,33,600,SUCCESS
16,2,71,1423,SUCCESS
31,0,33,680,SUCCESS
34,0,151,3121,SUCCESS
32,5,57,1270,SUCCESS
17,0,66,1042,SUCCESS
86,1,75,1606,SUCCESS
43,0,139,2837,SUCCESS
33,6,65,1186,SUCCESS
9,0,40,1191,SUCCESS
7,0,48,1695,SUCCESS
3,0,57,1272,SUCCESS
65,0,213,6681,SUCCESS
65,0,74,1644,SUCCESS
101,1,60,2444,SUCCESS
70,0,104,1901,SUCCESS
12,0,63,1064,SUCCESS
47,0,147,2665,SUCCESS
46,7,49,1332,SUCCESS
16,0,68,1489,SUCCESS
41,8,74,2264,SUCCESS
14,1,49,985,SUCCESS
28,2,62,982,SUCCESS
14,0,37,1219,SUCCESS
5,0,80,1103,SUCCESS
13,0,84,2225,SUCCESS
19,1,46,2091,SUCCESS
21,0,52,1577,SUCCESS
27,0,87,1845,SUCCESS
29,0,71,1148,SUCCESS
8,0,49,984,SUCCESS
7,0,50,984,SUCCESS
1,0,53,837,SUCCESS
7,0,46,1007,SUCCESS
85,0,47,1183,SUCCESS
41,0,154,2852,SUCCESS
38,0,153,4587,SUCCESS
37,11,53,1209,SUCCESS
6,0,25,850,SUCCESS
20,4,53,890,SUCCESS
11,0,20,261,SUCCESS
5,0,23,814,SUCCESS
89,7,85,2950,SUCCESS
13,1,58,1833,SUCCESS
4,0,49,896,SUCCESS
11,0,22,589,SUCCESS
42,2,34,1372,SUCCESS
22,0,69,1856,SUCCESS
41,6,25,1067,SUCCESS
13,2,32,1027,SUCCESS
37,2,73,2713,SUCCESS
25,5,73,1827,SUCCESS
8,2,74,1829,SUCCESS
23,1,69,1350,SUCCESS
3,0,50,928,SUCCESS
13,0,45,1231,SUCCESS
24,2,66,1934,SUCCESS
24,0,145,4114,SUCCESS
1,0,63,1128,SUCCESS
13,0,58,1627,SUCCESS
10,0,48,958,SUCCESS
9,0,63,1015,SUCCESS
4,0,18,514,SUCCESS
0,0,39,1026,SUCCESS
27,0,32,524,SUCCESS
5,0,13,345,SUCCESS
40,4,74,1430,SUCCESS
36,0,37,683,SUCCESS
19,2,47,969,SUCCESS
82,1,96,2808,SUCCESS
31,4,70,1944,SUCCESS
6,1,18,404,SUCCESS
25,3,74,1627,SUCCESS
46,7,88,2141,SUCCESS
0,0,39,1204,SUCCESS
1,0,21,405,SUCCESS
12,0,25,449,SUCCESS
29,0,75,3193,SUCCESS
5,0,89,2161,SUCCESS
23,1,51,1338,SUCCESS
37,5,47,1273,SUCCESS
31,4,52,1405,SUCCESS
40,0,54,1321,SUCCESS
15,0,43,2322,SUCCESS
24,1,71,2081,SUCCESS
44,7,76,1969,SUCCESS
6,0,23,802,SUCCESS
40,9,47,1761,SUCCESS
37,0,96,2533,SUCCESS
1,0,35,273,SUCCESS
19,0,61,1356,SUCCESS
12,1,65,1304,SUCCESS
10,0,44,1224,SUCCESS
7,0,29,704,FAIL
5,1,50,971,SUCCESS
10,0,25,957,SUCCESS
75,3,70,1845,SUCCESS
7,2,54,1538,SUCCESS
4,0,23,631,SUCCESS
126,0,154,2369,SUCCESS
18,0,49,525,SUCCESS
7,0,29,660,SUCCESS
40,0,80,2040,SUCCESS
7,0,35,743,SUCCESS
22,1,50,1392,FAIL
49,1,59,2160,SUCCESS
17,0,125,3039,SUCCESS
69,6,144,2298,SUCCESS
79,4,76,2258,SUCCESS
6,0,37,1387,SUCCESS
19,0,36,768,SUCCESS
113,5,121,2492,SUCCESS
